subject,sentence,word,N400,N400base,surpSF,surpMYLM,surpGPT2,mylmSU,SU
subj_1,sent_0,cannot,-1.859916091,-2.745968103,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_1,sent_0,tell,-0.326975942,-0.486988902,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_1,sent_0,you,3.984934092,1.054486752,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_1,sent_0,more,6.883699417,2.721698284,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_2,sent_0,cannot,0.159258038,-8.376791954,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_2,sent_0,tell,0.063073352,-3.955885649,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_2,sent_0,you,4.840162277,-4.617165565,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_2,sent_0,more,-1.718581557,0.572154343,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_3,sent_0,cannot,1.566216469,4.091740131,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_3,sent_0,tell,3.162119865,-4.690986156,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_3,sent_0,you,-2.347114801,3.474266052,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_3,sent_0,more,1.814665556,4.381499767,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_4,sent_0,cannot,1.971101403,2.735250235,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_4,sent_0,tell,-4.706203938,3.428241968,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_4,sent_0,you,-2.926878452,-10.27599144,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_4,sent_0,more,-1.208654642,2.725929499,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_5,sent_0,cannot,1.304841042,5.965624332,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_5,sent_0,tell,-1.114447355,-4.409964561,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_5,sent_0,you,-3.219285011,-4.840214729,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_5,sent_0,more,-2.88119483,-1.405864835,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_6,sent_0,cannot,3.283709049,0.679406106,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_6,sent_0,tell,-10.91962051,-4.176598549,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_7,sent_0,cannot,-2.680933714,-2.210035324,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_7,sent_0,tell,-2.815247774,-1.219314098,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_7,sent_0,you,-5.997161388,5.514245987,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_7,sent_0,more,-5.53607893,-0.991774797,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_8,sent_0,cannot,0.78609544,0.338795424,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_8,sent_0,tell,7.092103481,-5.990818024,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_8,sent_0,you,-0.503325522,-3.474034071,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_8,sent_0,more,1.898187518,-8.141441345,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_9,sent_0,cannot,11.62152672,22.178339,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_9,sent_0,tell,-4.49704361,3.303219795,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_10,sent_0,cannot,2.724674225,-7.025523186,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_10,sent_0,tell,-1.124934554,10.51906109,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_10,sent_0,you,-2.030329466,2.103879452,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_10,sent_0,more,-1.157246351,-4.337267399,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_11,sent_0,cannot,0.26675725,-4.442856312,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_11,sent_0,tell,0.529298544,-7.082196712,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_11,sent_0,you,1.563493013,5.428490162,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_12,sent_0,cannot,0.954132915,-1.351300836,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_12,sent_0,tell,1.279704213,-2.643444538,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_12,sent_0,you,-3.090639114,-6.475137711,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_12,sent_0,more,-3.001022339,-9.731583595,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_13,sent_0,cannot,2.483356953,-2.854831457,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_13,sent_0,tell,0.933856189,1.30566144,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_13,sent_0,more,-0.182210535,-7.0786376,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_14,sent_0,tell,-4.279550076,5.816800594,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_15,sent_0,cannot,2.663945436,0.363574982,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_15,sent_0,tell,0.317420125,3.570709467,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_15,sent_0,you,-4.20909977,-7.015459061,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_15,sent_0,more,4.664923191,-8.109521866,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_16,sent_0,cannot,2.311237812,-6.645123482,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_16,sent_0,tell,-1.77709651,5.944299698,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_16,sent_0,you,-2.025784016,2.150103092,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_16,sent_0,more,0.862088501,-4.354952812,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_17,sent_0,cannot,-3.969976664,-0.695782423,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_17,sent_0,tell,0.124557979,-0.204334944,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_17,sent_0,you,0.276090741,-3.429071903,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_17,sent_0,more,-6.938870907,3.738240004,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_18,sent_0,cannot,-4.63243866,-2.662114143,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_18,sent_0,tell,-0.10581512,-0.122231998,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_18,sent_0,you,-3.108986616,1.900719166,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_18,sent_0,more,4.221713543,-4.248855591,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_19,sent_0,cannot,3.987235069,2.537791491,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_19,sent_0,tell,-1.502140284,2.112154484,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_19,sent_0,you,-5.152655125,-2.876106262,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_19,sent_0,more,-4.129550934,-3.119664907,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_20,sent_0,cannot,0.116825677,-5.6583848,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_20,sent_0,tell,0.758950949,-2.336519003,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_20,sent_0,you,1.997840762,-1.090901971,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_20,sent_0,more,2.658261538,3.695166826,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_21,sent_0,cannot,-0.339393616,-0.538444757,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_21,sent_0,tell,-3.36258769,-7.580305576,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_21,sent_0,you,-3.396437168,-3.770282507,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_21,sent_0,more,-1.74083519,0.045775529,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_22,sent_0,cannot,2.300494432,7.190031052,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_23,sent_0,cannot,-1.237713575,-4.4318223,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_23,sent_0,tell,-2.673449993,0.211864769,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_23,sent_0,you,-2.765521526,-5.753975391,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_23,sent_0,more,0.445098281,0.338696331,8.075971603,7.233487606,7.31247617,0.28517741,0.047544714
subj_24,sent_0,cannot,0.740600526,-4.56044054,5.654219151,4.480617523,6.530845168,0.304788232,0.071176983
subj_24,sent_0,tell,2.869354963,-0.037068617,4.391322136,5.375572205,2.612545924,0.268259287,0.111563466
subj_24,sent_0,you,-3.584540367,0.086103223,1.451230526,1.324808836,0.151284222,0.276582479,0.061196752
subj_1,sent_1,ran,2.084769487,2.732041121,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_1,sent_1,the,-4.494802952,-3.330200195,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_1,sent_1,toilet,-2.811970234,0.877372146,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_2,sent_1,ran,-2.129895449,1.031643629,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_2,sent_1,to,-1.863682747,2.127710819,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_2,sent_1,the,0.755267262,-1.933692336,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_3,sent_1,ran,-0.529433548,-4.720823288,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_3,sent_1,to,3.836769819,3.467779636,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_3,sent_1,the,-0.220189154,0.562821984,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_3,sent_1,toilet,6.762717247,-6.413286209,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_4,sent_1,ran,-7.579834461,3.530287743,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_4,sent_1,to,-11.67222595,-1.045455217,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_4,sent_1,the,3.64992547,-3.073230982,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_4,sent_1,toilet,-3.379623652,4.994815826,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_5,sent_1,ran,3.688259363,-4.161566257,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_5,sent_1,to,-0.926164091,2.482939959,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_5,sent_1,the,-1.672547936,1.740784049,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_5,sent_1,toilet,-1.150506735,-3.189873934,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_6,sent_1,ran,-2.094913006,4.219846725,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_6,sent_1,to,2.20611763,1.158401847,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_6,sent_1,the,-2.37406826,-5.170222282,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_6,sent_1,toilet,2.99854064,-3.092302561,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_7,sent_1,ran,-9.332046509,-0.125457466,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_7,sent_1,to,0.321127653,-0.630945563,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_7,sent_1,the,-0.955589652,2.844713211,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_7,sent_1,toilet,0.300870687,1.931030154,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_8,sent_1,ran,-0.192546576,-0.834709644,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_8,sent_1,to,4.207599163,-9.278355598,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_8,sent_1,the,-2.023208857,-4.257100105,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_8,sent_1,toilet,-0.660138726,10.67794228,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_9,sent_1,the,-0.394864559,-7.627930164,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_9,sent_1,toilet,-2.795739889,-4.633051872,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_10,sent_1,ran,-0.824078441,-3.139111519,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_10,sent_1,to,-1.22954309,0.132126942,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_10,sent_1,the,-0.994600713,-3.333910942,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_10,sent_1,toilet,-3.27311039,-0.88146919,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_11,sent_1,ran,5.720942974,-1.543648362,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_11,sent_1,the,-2.085584164,5.68622303,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_11,sent_1,toilet,-5.849406719,-4.55550909,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_12,sent_1,ran,0.016313506,-3.174368858,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_12,sent_1,to,6.738465786,-6.965567589,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_12,sent_1,the,-0.401008606,3.68868351,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_12,sent_1,toilet,-1.419870734,-7.724822521,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_13,sent_1,toilet,2.043414116,-2.709786415,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_14,sent_1,ran,-1.990083933,-3.732526302,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_14,sent_1,to,4.027421474,-10.46112156,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_14,sent_1,the,-0.955394149,-6.436534882,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_14,sent_1,toilet,-0.445973277,-8.257004738,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_15,sent_1,ran,-3.433820009,-2.601687908,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_15,sent_1,to,3.369968891,6.543767929,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_15,sent_1,the,9.378172874,-1.323748589,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_15,sent_1,toilet,1.852068782,-1.770184636,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_16,sent_1,ran,2.50387764,-1.025323629,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_16,sent_1,to,1.408962131,3.083331108,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_16,sent_1,the,4.987730503,2.273189783,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_16,sent_1,toilet,-0.746176302,-3.702441216,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_17,sent_1,ran,0.307338834,-0.346102268,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_17,sent_1,to,-1.803137541,5.338777542,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_17,sent_1,the,-3.049189806,1.917284846,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_17,sent_1,toilet,-6.786895752,-1.947362185,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_18,sent_1,ran,-5.609424591,-1.25873673,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_18,sent_1,to,-2.997085333,-8.053758621,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_18,sent_1,the,0.219949141,3.140545607,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_18,sent_1,toilet,4.312735558,5.22562027,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_19,sent_1,ran,-9.402029991,-1.854816794,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_19,sent_1,to,0.254419506,-0.302293241,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_19,sent_1,the,-2.745680809,-11.07839489,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_19,sent_1,toilet,-1.541153669,9.722700119,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_20,sent_1,ran,1.400643349,-5.861157417,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_20,sent_1,to,1.707682133,-6.832034111,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_20,sent_1,the,-2.057856798,-5.914982319,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_20,sent_1,toilet,4.716988564,3.163749456,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_21,sent_1,to,-2.342049599,-4.634180546,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_21,sent_1,the,-3.479737759,3.029906273,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_21,sent_1,toilet,1.422302127,1.748555899,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_22,sent_1,ran,0.287708819,-3.634665012,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_22,sent_1,the,-7.841674805,1.518431544,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_23,sent_1,ran,2.692793369,-7.241930008,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_23,sent_1,to,-5.67637682,9.56106472,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_23,sent_1,the,-0.053354844,-6.194176197,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_23,sent_1,toilet,-5.247914791,-2.851742744,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_24,sent_1,ran,-2.197516918,5.887434483,5.776637554,7.473408699,11.34976671,0.283012182,0.132258847
subj_24,sent_1,to,6.260895252,-2.79982233,3.267613173,2.963270426,2.874557492,0.292804003,0.085053533
subj_24,sent_1,the,1.708307743,5.819464207,1.441711783,0.905814767,0.701401709,0.320202649,0.048045494
subj_24,sent_1,toilet,-4.16727829,-3.961093426,10.42252445,9.112724304,5.442836345,0.30107376,0.043798264
subj_1,sent_2,uses,0.970033884,-4.100169659,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_1,sent_2,his,-2.607367516,-0.929794908,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_1,sent_2,belt,-3.29802537,-0.121862181,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_1,sent_2,on,-0.282809973,-0.41987288,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_1,sent_2,you,11.72341251,-1.237770438,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_2,sent_2,uses,-1.398148298,3.168958426,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_2,sent_2,his,1.705963731,0.164138868,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_2,sent_2,belt,-2.546951056,5.765330315,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_2,sent_2,on,2.887703657,-5.650691986,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_2,sent_2,you,-2.917980909,-0.170082271,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_3,sent_2,uses,-0.87485075,-3.729705095,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_3,sent_2,his,-2.893327951,3.567994595,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_3,sent_2,belt,-0.35826391,4.036990166,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_3,sent_2,on,-7.654727936,4.621310234,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_3,sent_2,you,-1.389425039,-4.7805233,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_4,sent_2,uses,-4.168025494,-2.992065668,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_4,sent_2,his,0.708220363,5.544419765,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_4,sent_2,belt,0.570681572,-1.886252284,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_4,sent_2,on,-1.230283618,2.301484108,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_4,sent_2,you,-2.231268883,-3.125148058,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_5,sent_2,uses,-2.330719709,-0.811240911,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_5,sent_2,his,-0.619634032,5.490902901,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_5,sent_2,belt,-0.73997885,-1.882883787,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_5,sent_2,on,-2.427100897,2.157977819,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_5,sent_2,you,-0.156762198,-0.184858978,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_6,sent_2,uses,-0.173590079,1.8764745,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_6,sent_2,his,1.107478976,-2.918519974,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_6,sent_2,belt,6.004527569,-0.556086659,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_6,sent_2,on,3.53101635,1.382002711,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_6,sent_2,you,3.265990973,-4.486833572,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_7,sent_2,uses,0.40618363,-2.098822117,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_7,sent_2,his,-4.002258778,0.183414131,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_7,sent_2,belt,-4.335214138,-4.333250523,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_7,sent_2,on,-3.172083616,0.085861623,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_7,sent_2,you,-0.683029652,1.032042027,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_8,sent_2,uses,-0.665474594,-3.869898081,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_8,sent_2,his,-2.499491692,-11.91530228,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_8,sent_2,belt,8.509432793,-8.869565964,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_8,sent_2,on,0.762155592,-1.104105115,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_8,sent_2,you,2.591667891,0.03878586,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_9,sent_2,uses,1.766673565,0.632794142,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_10,sent_2,uses,4.485016346,-1.658793807,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_10,sent_2,his,-3.006934166,0.522376895,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_10,sent_2,belt,-2.394282341,-3.334468365,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_10,sent_2,on,-0.792694628,0.678675771,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_10,sent_2,you,1.277536988,-1.944862962,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_11,sent_2,uses,4.551522732,-7.706706524,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_11,sent_2,his,4.33929348,3.130934954,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_11,sent_2,belt,-2.825644493,1.07513845,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_11,sent_2,on,3.537212372,-5.525156021,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_11,sent_2,you,-5.010711193,-3.698281288,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_12,sent_2,uses,-0.42467615,-2.621943712,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_12,sent_2,his,-1.201137543,-3.69686985,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_12,sent_2,belt,0.866692126,-0.699795961,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_12,sent_2,on,-7.925484657,-2.465457678,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_12,sent_2,you,-0.510287762,-7.556658745,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_13,sent_2,on,-6.859854221,-4.765040874,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_14,sent_2,his,-1.408724904,-6.194222927,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_14,sent_2,belt,2.892336369,-7.938373566,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_14,sent_2,on,-2.932625532,4.955557823,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_14,sent_2,you,0.036258813,-5.974996567,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_15,sent_2,uses,-9.085730553,-4.625367165,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_15,sent_2,his,7.112937927,-8.160663605,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_15,sent_2,belt,-0.038122054,3.025173664,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_15,sent_2,on,-1.682846665,3.347994089,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_15,sent_2,you,1.0997082,-5.757475376,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_16,sent_2,uses,-0.564884007,-3.956794739,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_16,sent_2,his,1.818305254,-5.886537075,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_16,sent_2,belt,3.031887531,-5.280664444,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_16,sent_2,on,-4.785669327,11.7801218,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_16,sent_2,you,-6.441576958,3.298054457,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_17,sent_2,uses,-1.308161736,-5.735806465,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_17,sent_2,his,-1.096603036,-0.272056937,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_17,sent_2,belt,0.70055449,-3.980497122,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_17,sent_2,you,2.933504343,-5.932845592,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_18,sent_2,uses,-0.289969772,1.999663591,8.863646507,6.92919445,7.384965425,0.298709452,0.106009513
subj_18,sent_2,his,-1.447503209,-0.826135397,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
subj_18,sent_2,belt,-0.051200163,-0.718167424,9.673007965,10.07385635,8.149349202,0.264071643,0.045574274
subj_18,sent_2,on,-0.780158937,4.120427608,3.345576286,3.361095905,5.670486908,0.282893538,0.043389332
subj_18,sent_2,you,-2.491204739,-2.019937515,7.143270493,5.576274395,4.228525575,0.287213713,0.032403488
subj_19,sent_2,his,-8.034562111,-14.43606663,4.292938709,3.074980974,2.138190251,0.270762056,0.039526768
