"model","layer","n_layers","n_rows","beta","se","chi2","p","daic","sig","layer_pct"
"gpt2_large",25,36,45879,-0.0163955428000056,0.00129968717258152,156.248303221786,7.47150468353402e-36,154.248303221786,"***",0.714285714285714
"gpt2_large",26,36,45879,-0.0165148661182854,0.00128580606258443,161.939219204098,4.2654783895853e-37,159.939219204098,"***",0.742857142857143
"gpt2_large",27,36,45879,-0.0167559442818688,0.00130603300955417,161.67563766292,4.87027222307141e-37,159.67563766292,"***",0.771428571428571
"gpt2_large",28,36,45879,-0.016918160100468,0.0012901853140956,168.812443791961,1.34445357675468e-38,166.812443791961,"***",0.8
"gpt2_large",29,36,45879,-0.0170946140175587,0.00129896142576257,169.974628979078,7.49389793852736e-39,167.974628979078,"***",0.828571428571429
"gpt2_large",30,36,45879,-0.0174685571316738,0.00129681286308099,177.937350471053,1.36708162636864e-40,175.937350471053,"***",0.857142857142857
"gpt2_large",31,36,45879,-0.0179514491244044,0.00131452952729247,182.763351868707,1.20807331724104e-41,180.763351868707,"***",0.885714285714286
"gpt2_large",32,36,45879,-0.0190579384693354,0.00138052875151453,186.642327867186,1.71898442620253e-42,184.642327867186,"***",0.914285714285714
"gpt2_large",33,36,45879,-0.0208189144483661,0.00147542982963173,194.666502128908,3.04647479736024e-44,192.666502128908,"***",0.942857142857143
"gpt2_large",34,36,45879,-0.0190456103506792,0.00138613980614705,185.076352246033,3.77684928364859e-42,183.076352246033,"***",0.971428571428571
"gpt2_large",35,36,45879,-0.010705169191092,0.000792512913990836,178.810820940373,8.81192935465643e-41,176.810820940373,"***",1
"gpt2",0,12,45879,-0.00305949235757553,0.00122680680082372,6.21477973648871,0.0126688113446346,4.21477973648871,"*",0
"gpt2",1,12,45879,-0.0117076585023836,0.00208510068352492,31.4285605394398,2.06914760873152e-08,29.4285605394398,"***",0.0909090909090909
"gpt2",2,12,45879,-0.0121953099132119,0.00195360148705777,38.8296602335322,4.62447472951751e-10,36.8296602335322,"***",0.181818181818182
"gpt2",3,12,45879,-0.0131897090060278,0.00186519327004759,49.7290286057105,1.76514869050997e-12,47.7290286057105,"***",0.272727272727273
"gpt2",4,12,45879,-0.0148177840438208,0.00183035371874345,65.0434564530005,7.3264435345188e-16,63.0434564530005,"***",0.363636363636364
"gpt2",5,12,45879,-0.0161880557128238,0.00172926533386977,86.6775231852371,1.27740391949501e-20,84.6775231852371,"***",0.454545454545455
"gpt2",6,12,45879,-0.0171122616858716,0.00161173799305909,111.146691245856,5.49504518120702e-26,109.146691245856,"***",0.545454545454545
"gpt2",7,12,45879,-0.0176801326798509,0.0015614537478606,126.204091370673,2.77432632261287e-29,124.204091370673,"***",0.636363636363636
"gpt2",8,12,45879,-0.0182979356738305,0.00152094524974222,142.294789109277,8.38348288056844e-33,140.294789109277,"***",0.727272727272727
"gpt2",9,12,45879,-0.0199550077888248,0.00157649213885188,157.293158920467,4.41663164112668e-36,155.293158920467,"***",0.818181818181818
"gpt2",10,12,45879,-0.0239618687166321,0.00192889605837352,151.790868050157,7.03936627119881e-35,149.790868050157,"***",0.909090909090909
"gpt2",11,12,45879,-0.00928570201657675,0.00329246403236605,7.95328534983855,0.0048000162570591,5.95328534983855,"**",1
"gpt2_xl",0,48,45879,-0.00728904649233432,0.00186099492838445,15.3209850566636,9.07033077358962e-05,13.3209850566636,"***",0
"gpt2_xl",1,48,45879,-0.0141951936785006,0.00269190365036143,27.7513870394905,1.37949262058093e-07,25.7513870394905,"***",0.0212765957446809
"gpt2_xl",2,48,45879,-0.0150407407574519,0.00243953620941631,37.9244186252472,7.35390231772767e-10,35.9244186252472,"***",0.0425531914893617
"gpt2_xl",3,48,45879,-0.0141217451941193,0.00228053704470771,38.2574837613356,6.19988458620359e-10,36.2574837613356,"***",0.0638297872340425
"gpt2_xl",4,48,45879,-0.0138374809285831,0.00220027187928142,39.4570971846842,3.35346712043468e-10,37.4570971846842,"***",0.0851063829787234
"gpt2_xl",5,48,45879,-0.0137610099196808,0.00210201764419479,42.7472488545609,6.22894267946325e-11,40.7472488545609,"***",0.106382978723404
"gpt2_xl",6,48,45879,-0.0140351769871908,0.00202577761884935,47.8470938958053,4.60789585893513e-12,45.8470938958053,"***",0.127659574468085
"gpt2_xl",7,48,45879,-0.0121689032407958,0.0018659052382254,42.4201470388507,7.36276830871729e-11,40.4201470388507,"***",0.148936170212766
"gpt2_xl",8,48,45879,-0.0119937845316732,0.00179179296866033,44.6704988801212,2.33143836022961e-11,42.6704988801212,"***",0.170212765957447
"gpt2_xl",9,48,45879,-0.0120795971198677,0.0017450375305238,47.7611053918808,4.81449306121516e-12,45.7611053918808,"***",0.191489361702128
"gpt2_xl",10,48,45879,-0.0114003237643168,0.00167250021725848,46.3083125364938,1.01034408796164e-11,44.3083125364938,"***",0.212765957446809
"gpt2_xl",11,48,45879,-0.0111086371024971,0.00163208118267108,46.1700100042071,1.08423981423777e-11,44.1700100042071,"***",0.234042553191489
"gpt2_xl",12,48,45879,-0.0111293411762165,0.00159892386820471,48.2682949940063,3.71713925814022e-12,46.2682949940063,"***",0.25531914893617
"gpt2_xl",13,48,45879,-0.0109748288351117,0.0015670110914672,48.8692520047625,2.73606569152316e-12,46.8692520047625,"***",0.276595744680851
"gpt2_xl",14,48,45879,-0.011406637427234,0.00153568361207715,54.9494299387152,1.23671248534975e-13,52.9494299387152,"***",0.297872340425532
"gpt2_xl",15,48,45879,-0.0118637637739996,0.00152570139496231,60.190588663856,8.61029137895791e-15,58.190588663856,"***",0.319148936170213
"gpt2_xl",16,48,45879,-0.0117415562528938,0.00148086533749632,62.5605345594813,2.58379526711649e-15,60.5605345594813,"***",0.340425531914894
"gpt2_xl",17,48,45879,-0.0118034173068195,0.00145965290841789,65.0569617424044,7.27640356521076e-16,63.0569617424044,"***",0.361702127659574
"gpt2_xl",18,48,45879,-0.0119749724982816,0.00142940833536725,69.7876111026708,6.60464082391382e-17,67.7876111026708,"***",0.382978723404255
"gpt2_xl",19,48,45879,-0.0122912640730271,0.00140755204809181,75.760990322291,3.20164130552474e-18,73.760990322291,"***",0.404255319148936
"gpt2_xl",20,48,45879,-0.012509910437008,0.00138557466153009,80.9303910279996,2.33810126142956e-19,78.9303910279996,"***",0.425531914893617
"gpt2_xl",21,48,45879,-0.012842797013863,0.00137189426391143,86.9338649255078,1.12211426646302e-20,84.9338649255078,"***",0.446808510638298
"gpt2_xl",22,48,45879,-0.0131588968969638,0.00134279512839564,95.1871558843268,1.73210464242485e-22,93.1871558843268,"***",0.468085106382979
"gpt2_xl",23,48,45879,-0.0131350383488171,0.00133976912766499,95.2845422264072,1.64895701758364e-22,93.2845422264072,"***",0.48936170212766
"gpt2_xl",24,48,45879,-0.0135563920590656,0.00132177271302309,104.17415751431,1.8529165551944e-24,102.17415751431,"***",0.51063829787234
"gpt2_xl",25,48,45879,-0.0139288030107956,0.00130240462157417,113.1771509276,1.97332494817736e-26,111.1771509276,"***",0.531914893617021
"gpt2_xl",26,48,45879,-0.0143025437136651,0.00128856255496312,121.773977359349,2.58692375036845e-28,119.773977359349,"***",0.553191489361702
"gpt2_xl",27,48,45879,-0.0145400993926901,0.0012751034477867,128.434949034694,9.01541277485169e-30,126.434949034694,"***",0.574468085106383
"gpt2_xl",28,48,45879,-0.0151235974339238,0.00128351547712851,136.941787884163,1.24172432054728e-31,134.941787884163,"***",0.595744680851064
"gpt2_xl",29,48,45879,-0.0154458590712119,0.00127550975165421,144.463345338634,2.81376898846161e-33,142.463345338634,"***",0.617021276595745
"gpt2_xl",30,48,45879,-0.015580320026226,0.00127723679013893,146.53017307019,9.94120015567759e-34,144.53017307019,"***",0.638297872340426
"gpt2_xl",31,48,45879,-0.0159737365953821,0.00127043154156793,155.531243774909,1.07177090662403e-35,153.531243774909,"***",0.659574468085106
"gpt2_xl",32,48,45879,-0.016145822036376,0.00126669827317709,159.763832416022,1.27423150837531e-36,157.763832416022,"***",0.680851063829787
"gpt2_xl",33,48,45879,-0.0166048991010195,0.00126911709306147,168.162789086928,1.86399249367336e-38,166.162789086928,"***",0.702127659574468
"gpt2_xl",34,48,45879,-0.0169922803616316,0.00126558048315592,176.88597426012,2.31937320786555e-40,174.88597426012,"***",0.723404255319149
"gpt2_xl",35,48,45879,-0.0171766885356775,0.00127239578941104,178.801104510465,8.85508173427238e-41,176.801104510465,"***",0.74468085106383
"gpt2_xl",36,48,45879,-0.0171313373660136,0.00127316868452579,177.713800464742,1.52970507914859e-40,175.713800464742,"***",0.765957446808511
"gpt2_xl",37,48,45879,-0.0174261472159769,0.00127536494992914,183.094379069196,1.02287575196609e-41,181.094379069196,"***",0.787234042553192
"gpt2_xl",38,48,45879,-0.0175213134600103,0.00126781047099885,187.239171398789,1.27345310921778e-42,185.239171398789,"***",0.808510638297872
"gpt2_xl",39,48,45879,-0.0177970816218287,0.0012713464346636,192.016739887185,1.15380441645444e-43,190.016739887185,"***",0.829787234042553
"gpt2_xl",40,48,45879,-0.0179746463242738,0.00126873954485074,196.596367003847,1.15507979148348e-44,194.596367003847,"***",0.851063829787234
"gpt2_xl",41,48,45879,-0.0183258249835897,0.00127119667577015,203.324240535047,3.93040504548263e-46,201.324240535047,"***",0.872340425531915
"gpt2_xl",42,48,45879,-0.0186767109280681,0.00129279588226857,204.222060450978,2.50340209617947e-46,202.222060450978,"***",0.893617021276596
"gpt2_xl",43,48,45879,-0.0191381362062247,0.00130812903667192,209.252153997688,1.99998141414098e-47,207.252153997688,"***",0.914893617021277
"gpt2_xl",44,48,45879,-0.0199098970774079,0.00135945666488722,209.680753946566,1.61256226115509e-47,207.680753946566,"***",0.936170212765957
"gpt2_xl",45,48,45879,-0.0211142792944047,0.00142231328202048,215.160498326877,1.02814574424704e-48,213.160498326877,"***",0.957446808510638
"gpt2_xl",46,48,45879,-0.0211945429522065,0.00138779318002392,227.148742818114,2.4955757969903e-51,225.148742818114,"***",0.978723404255319
"gpt2_xl",47,48,45879,-0.0107620699887719,0.000762940713946921,194.819879679155,2.82047833430799e-44,192.819879679155,"***",1
