"model","layer","n_layers","n_rows","beta","se","chi2","p","daic","sig","layer_pct"
"eleutherai_pythia_410m_deduped",16,24,45879,-0.0172006298067637,0.00156795669792504,118.484447687457,1.35814882680935e-27,116.484447687457,"***",0.695652173913043
"eleutherai_pythia_410m_deduped",17,24,45879,-0.0164638479581687,0.00137843496437975,140.24451895438,2.35365834589092e-32,138.24451895438,"***",0.739130434782609
"eleutherai_pythia_410m_deduped",18,24,45879,-0.0183099930002408,0.00145071989743143,156.184456543997,7.71542494762578e-36,154.184456543997,"***",0.782608695652174
"eleutherai_pythia_410m_deduped",19,24,45879,-0.0173368089524172,0.00123759859817121,191.790082415566,1.29301662470264e-43,189.790082415566,"***",0.826086956521739
"eleutherai_pythia_410m_deduped",20,24,45879,-0.0195533261743722,0.00143508527471977,181.776226116606,1.98430477593075e-41,179.776226116606,"***",0.869565217391304
"eleutherai_pythia_410m_deduped",21,24,45879,-0.0185297478349824,0.00132395305444761,191.599679162653,1.42286317701048e-43,189.599679162653,"***",0.91304347826087
"eleutherai_pythia_410m_deduped",22,24,45879,-0.0178386959821555,0.0012710544598351,192.907767987694,7.37314503130405e-44,190.907767987694,"***",0.956521739130435
"eleutherai_pythia_410m_deduped",23,24,45879,-0.0189500907757853,0.00128075831986134,213.380995089698,2.51336665974851e-48,211.380995089698,"***",1
"eleutherai_pythia_6.9b_deduped",0,32,45879,-0.00810745774889805,0.00232598283610607,12.1117516705999,0.000501050451205783,10.1117516705999,"***",0
"eleutherai_pythia_6.9b_deduped",1,32,45879,-0.0107340883625384,0.0024193865791072,19.6065914161882,9.51404052000902e-06,17.6065914161882,"***",0.032258064516129
"eleutherai_pythia_6.9b_deduped",2,32,45879,-0.0104050300809783,0.00222932185076113,21.6722165194806,3.23442119356303e-06,19.6722165194806,"***",0.0645161290322581
"eleutherai_pythia_6.9b_deduped",3,32,45879,-0.0105810136279209,0.00203201670480128,26.9377642663312,2.10113080701555e-07,24.9377642663312,"***",0.0967741935483871
"eleutherai_pythia_6.9b_deduped",4,32,45879,-0.0118985379450642,0.0019776877825297,35.9210633960174,2.05475366158188e-09,33.9210633960174,"***",0.129032258064516
"eleutherai_pythia_6.9b_deduped",5,32,45879,-0.0130004023963059,0.00187928341771768,47.3746394496993,5.86364146408016e-12,45.3746394496993,"***",0.161290322580645
"eleutherai_pythia_6.9b_deduped",6,32,45879,-0.0153167943622583,0.00183692480861255,68.5655009244801,1.22732544748464e-16,66.5655009244801,"***",0.193548387096774
"eleutherai_pythia_6.9b_deduped",7,32,45879,-0.0156764476589949,0.00172216543872541,81.5858411817026,1.67812080267193e-19,79.5858411817026,"***",0.225806451612903
"eleutherai_pythia_6.9b_deduped",8,32,45879,-0.0157963949741107,0.00174937903726363,80.3482052687905,3.13916690056712e-19,78.3482052687905,"***",0.258064516129032
"eleutherai_pythia_6.9b_deduped",9,32,45879,-0.0167592530614013,0.0017782325098346,87.5964145100006,8.02700225931578e-21,85.5964145100006,"***",0.290322580645161
"eleutherai_pythia_6.9b_deduped",10,32,45879,-0.016377788407483,0.00170177385421234,91.2593249676574,1.26024715348976e-21,89.2593249676574,"***",0.32258064516129
"eleutherai_pythia_6.9b_deduped",11,32,45879,-0.0170957299833551,0.00162777681375894,108.334742612788,2.27010246368049e-25,106.334742612788,"***",0.354838709677419
"eleutherai_pythia_6.9b_deduped",12,32,45879,-0.0186510992910717,0.0016138845470867,130.827258066493,2.70118527810439e-30,128.827258066493,"***",0.387096774193548
"eleutherai_pythia_6.9b_deduped",13,32,45879,-0.0187460507210581,0.00151258660862603,150.087027909089,1.65934823527082e-34,148.087027909089,"***",0.419354838709677
"eleutherai_pythia_6.9b_deduped",14,32,45879,-0.0192648389917792,0.00149555165530176,161.984811504095,4.1687620772639e-37,159.984811504095,"***",0.451612903225806
"eleutherai_pythia_6.9b_deduped",15,32,45879,-0.0193581340373415,0.00148653758704833,165.555201824973,6.91876475858323e-38,163.555201824973,"***",0.483870967741935
"eleutherai_pythia_6.9b_deduped",16,32,45879,-0.0203295570434128,0.00148298859296507,183.096264306354,1.02190681948765e-41,181.096264306354,"***",0.516129032258065
"eleutherai_pythia_6.9b_deduped",17,32,45879,-0.0197464963858949,0.00143332814512199,184.947129756911,4.03032466417117e-42,182.947129756911,"***",0.548387096774194
"eleutherai_pythia_6.9b_deduped",18,32,45879,-0.0195429881154211,0.00137871419828966,195.36063550481,2.14933077017127e-44,193.36063550481,"***",0.580645161290323
"eleutherai_pythia_6.9b_deduped",19,32,45879,-0.0190782212676274,0.00133872222025669,197.64792499796,6.80960857207405e-45,195.64792499796,"***",0.612903225806452
"eleutherai_pythia_6.9b_deduped",20,32,45879,-0.0190822820810636,0.00130624071001974,207.631935218888,4.51361040393362e-47,205.631935218888,"***",0.645161290322581
